PROPERTY TYPE,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
Single Family Residential,Port Orchard,WA,98366,539000,4.0,2.25,2288.0,87991.0,1985.0,2,236.0,241.0,N,Y,47.5092838,-122.53432520000001
Townhouse,Seattle,WA,98108,505000,2.0,2.0,1394.0,2098.0,2012.0,2,362.0,241.0,N,Y,47.5271261,-122.32653149999999
Single Family Residential,Seattle,WA,98112,700000,4.0,1.5,2130.0,3938.0,1908.0,3,329.0,241.0,N,Y,47.62447,-122.295804
Single Family Residential,Renton,WA,98058,764950,4.0,2.5,3105.0,5730.0,2019.0,3,246.0,100.0,N,Y,47.4638742,-122.1749692
Mobile/Manufactured Home,Bremerton,WA,98310,385000,3.0,2.0,2076.0,27007.0,1992.0,3,185.0,241.0,N,Y,47.5894252,-122.6211564
Condo/Co-op,Seattle,WA,98107,549000,1.0,1.0,775.0,7576.5,2016.0,3,708.0,322.0,N,Y,47.669648200000005,-122.38157240000001
Single Family Residential,Bainbridge Island,WA,98110,845000,3.0,2.5,3320.0,48787.0,1983.0,3,255.0,241.0,N,Y,47.617758200000004,-122.5503243
Single Family Residential,Seattle,WA,98199,1695000,5.0,2.75,3360.0,7680.0,1927.0,3,504.0,241.0,N,Y,47.645141100000004,-122.39259320000001
Condo/Co-op,Seattle,WA,98103,375000,2.0,1.0,1054.0,17727.0,1989.0,3,356.0,499.0,N,Y,47.6963264,-122.3548486
Single Family Residential,Shoreline,WA,98155,899999,5.0,3.5,3236.0,20298.0,2015.0,3,278.0,241.0,N,Y,47.75729329999999,-122.30351189999999
Single Family Residential,Bremerton,WA,98311,359950,3.0,2.0,1500.0,10019.0,1967.0,3,240.0,241.0,N,Y,47.646884,-122.63526399999999
Single Family Residential,Redmond,WA,98052,1121000,4.0,3.5,4570.0,22362.0,2004.0,3,245.0,241.0,N,Y,47.6945019,-122.09272539999999
Single Family Residential,Mercer Island,WA,98040,1099500,5.0,1.75,2350.0,9585.0,1955.0,3,468.0,241.0,N,Y,47.5733305,-122.21855120000001
Single Family Residential,Kirkland,WA,98033,2595000,5.0,4.25,4661.0,11990.0,2018.0,3,557.0,241.0,N,Y,47.6821499,-122.1863084
Single Family Residential,Seattle,WA,98178,950000,3.0,2.5,3130.0,15561.0,1912.0,3,304.0,241.0,N,Y,47.510239,-122.24151850000001
Condo/Co-op,Kirkland,WA,98034,295000,2.0,1.0,992.0,7576.5,1978.0,3,297.0,339.0,N,Y,47.7293299,-122.2412842
Single Family Residential,Bellevue,WA,98006,1125000,4.0,3.25,3330.0,5616.0,2004.0,3,338.0,50.0,N,Y,47.5662686,-122.1233821
Townhouse,Seattle,WA,98103,675000,3.0,2.0,1395.0,1860.0,2018.0,3,484.0,241.0,N,Y,47.6926333,-122.35369150000001
Single Family Residential,Renton,WA,98059,720000,4.0,2.5,2896.0,7724.0,2002.0,3,249.0,29.0,N,Y,47.481308500000004,-122.13822659999998
Townhouse,Redmond,WA,98052,457000,2.0,1.5,1114.0,437046.0,1969.0,3,410.0,524.0,N,Y,47.662063,-122.157086
Single Family Residential,Mercer Island,WA,98040,1585000,4.0,3.0,3810.0,13253.0,1974.0,3,416.0,241.0,N,Y,47.5413532,-122.23128170000001
Single Family Residential,Kirkland,WA,98033,1578000,1.0,1.75,2310.0,9500.0,1994.0,3,683.0,25.0,N,Y,47.694582200000006,-122.213595
Single Family Residential,Seattle,WA,98178,185000,3.0,1.0,1220.0,6050.0,1944.0,3,152.0,241.0,N,Y,47.5019136,-122.2421976
Single Family Residential,Redmond,WA,98052,900000,4.0,1.75,1880.0,7200.0,1972.0,3,479.0,340.0,N,Y,47.6307701,-122.09720530000001
Single Family Residential,Edmonds,WA,98133,795000,3.0,2.75,2626.0,11993.0,1952.0,3,303.0,241.0,N,Y,47.7737731,-122.3560267
Townhouse,Renton,WA,98056,430000,2.0,2.5,1420.0,3267.0,2004.0,3,303.0,29.0,N,Y,47.487128999999996,-122.16547109999999
Single Family Residential,Seattle,WA,98115,850000,3.0,1.75,1880.0,3750.0,1926.0,3,452.0,241.0,N,Y,47.6732379,-122.2935679
Condo/Co-op,Seattle,WA,98103,435000,2.0,1.75,940.0,11158.0,1979.0,3,463.0,483.0,N,Y,47.6874128,-122.3556574
Single Family Residential,Seattle,WA,98117,600000,2.0,1.0,650.0,4800.0,1910.0,3,923.0,241.0,N,Y,47.6936973,-122.3625044
Single Family Residential,Seattle,WA,98136,819950,5.0,2.5,3040.0,7200.0,1960.0,3,270.0,241.0,N,Y,47.5255211,-122.38708909999998
Single Family Residential,Bellevue,WA,98008,3250000,4.0,3.5,4480.0,10180.0,1991.0,3,725.0,241.0,N,Y,47.626650299999994,-122.08780729999998
Townhouse,Seattle,WA,98115,723000,2.0,1.5,1274.0,6849.0,2003.0,3,568.0,185.0,N,Y,47.68199129999999,-122.325088
Condo/Co-op,Lake Forest Park,WA,98155,395000,2.0,1.0,960.0,25192.0,1995.0,3,411.0,311.0,N,Y,47.7381153,-122.29019579999999
Single Family Residential,Seattle,WA,98117,1595000,4.0,3.75,3356.0,7023.0,1906.0,3,475.0,241.0,N,Y,47.683453799999995,-122.3933262
Single Family Residential,Seattle,WA,98118,799000,3.0,1.5,1950.0,6428.0,1911.0,3,410.0,241.0,N,Y,47.5630052,-122.2899256
Single Family Residential,Edmonds,WA,98020,749000,5.0,2.5,2592.0,9148.0,1957.0,3,289.0,241.0,N,Y,47.8049619,-122.36108940000001
Single Family Residential,Seattle,WA,98178,1275000,3.0,2.5,1650.0,10087.0,1921.0,3,773.0,241.0,N,Y,47.5076929,-122.23290549999999
Townhouse,Seattle,WA,98103,799990,3.0,2.25,1283.0,929.0,2008.0,3,624.0,241.0,N,Y,47.648756799999994,-122.3341395
Single Family Residential,Bremerton,WA,98311,370000,3.0,2.25,1752.0,16117.0,1976.0,3,211.0,241.0,N,Y,47.6274575,-122.60599440000001
Single Family Residential,Bellevue,WA,98006,1599000,4.0,2.5,3552.0,8713.0,2012.0,3,450.0,317.0,N,Y,47.5472525,-122.1185108
Single Family Residential,Seattle,WA,98108,550000,4.0,1.75,2020.0,8475.0,1940.0,3,272.0,241.0,N,Y,47.529688799999995,-122.32443149999999
Single Family Residential,Brier,WA,98036,724950,5.0,3.0,2713.0,13068.0,1988.0,3,267.0,241.0,N,Y,47.8011696,-122.2639244
Single Family Residential,Seattle,WA,98116,750000,3.0,2.0,1924.0,6100.0,1947.0,3,390.0,241.0,N,Y,47.565088700000004,-122.3838291
Single Family Residential,Bellevue,WA,98004,1250000,2.0,1.75,1725.0,13067.0,1956.0,3,725.0,241.0,N,Y,47.590907200000004,-122.20190490000002
Single Family Residential,Seattle,WA,98177,519000,2.0,1.0,1040.0,8100.0,1937.0,3,499.0,241.0,N,Y,47.732573200000004,-122.3589581
Single Family Residential,Seattle,WA,98199,1150000,3.0,1.75,2180.0,5816.0,1947.0,3,528.0,241.0,N,Y,47.6529205,-122.40704270000002
Single Family Residential,Seattle,WA,98144,550000,1.0,1.25,800.0,4480.0,2018.0,3,688.0,5.0,N,Y,47.5977067,-122.3066247
Townhouse,Seattle,WA,98144,749950,3.0,2.25,1423.0,1172.0,2019.0,3,527.0,241.0,N,Y,47.599412,-122.296929
Single Family Residential,Seattle,WA,98118,559000,3.0,1.0,1250.0,4880.0,1910.0,3,447.0,241.0,N,Y,47.554912,-122.28831559999999
Condo/Co-op,Seattle,WA,98107,389000,2.0,1.0,585.0,7576.5,1981.0,3,665.0,283.0,N,Y,47.671870399999996,-122.38626380000001
Single Family Residential,Kenmore,WA,98028,779000,4.0,1.75,2940.0,8712.0,1936.0,3,265.0,241.0,N,Y,47.7508136,-122.2394736
Condo/Co-op,Seattle,WA,98102,499950,1.0,1.0,597.0,7576.5,2019.0,3,837.0,273.0,N,Y,47.619414,-122.31717809999999
Condo/Co-op,Seattle,WA,98104,518880,1.0,1.0,635.0,7576.5,2020.0,3,817.0,450.0,N,Y,47.600244700000005,-122.32800120000002
Condo/Co-op,Seattle,WA,98104,1488880,2.0,2.0,1156.0,7576.5,2020.0,3,1288.0,924.0,N,Y,47.600244700000005,-122.32800120000002
Townhouse,Seattle,WA,98144,625000,3.0,2.25,1310.0,2059.0,2007.0,3,477.0,241.0,N,Y,47.588728,-122.31313600000001
Condo/Co-op,Seattle,WA,98104,968880,2.0,2.0,980.0,7576.5,2020.0,3,989.0,785.0,N,Y,47.600244700000005,-122.32800120000002
Condo/Co-op,Seattle,WA,98104,488880,0.0,1.0,489.0,7576.5,2020.0,3,1000.0,387.0,N,Y,47.600244700000005,-122.32800120000002
Condo/Co-op,Seattle,WA,98104,688880,1.0,1.0,635.0,7576.5,2020.0,3,1085.0,502.0,N,Y,47.600244700000005,-122.32800120000002
Condo/Co-op,Seattle,WA,98104,968880,2.0,1.0,856.0,7576.5,2020.0,3,1132.0,681.0,N,Y,47.600244700000005,-122.32800120000002
Townhouse,Seattle,WA,98126,599950,2.0,1.75,1467.0,800.0,2019.0,3,409.0,35.0,N,Y,47.565719200000004,-122.3719354
Condo/Co-op,Seattle,WA,98104,1268880,3.0,2.0,1016.0,7576.5,2020.0,3,1249.0,813.0,N,Y,47.600244700000005,-122.32800120000002
Townhouse,Seattle,WA,98126,739950,3.0,1.75,1716.0,800.0,2019.0,3,431.0,35.0,N,Y,47.56592,-122.3721428
Condo/Co-op,Seattle,WA,98104,1098880,2.0,2.0,871.0,7576.5,2020.0,3,1262.0,692.0,N,Y,47.600244700000005,-122.32800120000002
Single Family Residential,Bothell,WA,98011,649950,3.0,1.75,2240.0,9000.0,1961.0,3,290.0,241.0,N,Y,47.757255900000004,-122.2162919
Condo/Co-op,Seattle,WA,98107,712000,2.0,1.75,1056.0,23600.0,2007.0,3,674.0,582.0,N,Y,47.6698059,-122.3872012
Condo/Co-op,Mercer Island,WA,98040,625000,2.0,2.0,1223.0,7576.5,1981.0,3,511.0,549.0,N,Y,47.5829189,-122.236985
Single Family Residential,Seattle,WA,98125,799000,4.0,2.25,2553.0,6000.0,1956.0,3,313.0,241.0,N,Y,47.7032976,-122.2977308
Single Family Residential,Bremerton,WA,98311,369000,3.0,2.5,3213.0,10890.0,1968.0,3,115.0,241.0,N,Y,47.6165235,-122.6569818
Townhouse,Kirkland,WA,98034,535000,3.0,2.25,1459.0,7576.5,2003.0,3,367.0,474.0,N,Y,47.7304092,-122.2095054
Townhouse,Seattle,WA,98199,715000,3.0,2.25,1538.0,1499.0,2005.0,3,465.0,241.0,N,Y,47.649038,-122.38387620000002
Single Family Residential,Seattle,WA,98106,698888,5.0,2.75,2420.0,7740.0,1929.0,3,289.0,241.0,N,Y,47.536010600000004,-122.3579314
Condo/Co-op,Issaquah,WA,98027,563000,2.0,1.75,1403.0,7576.5,2010.0,3,401.0,482.0,N,Y,47.5598318,-122.0921415
Moorage,Seattle,WA,98118,49500,0.0,2.0,30.0,7576.5,1967.0,3,1650.0,60.0,N,Y,47.521260600000005,-122.2612794
Single Family Residential,Bellevue,WA,98006,799000,3.0,2.75,1900.0,13469.0,1976.0,3,421.0,17.0,N,Y,47.559143299999995,-122.1402908
Single Family Residential,Kenmore,WA,98028,675000,3.0,1.75,1400.0,10800.0,1960.0,3,482.0,241.0,N,Y,47.7405212,-122.24247140000001
Single Family Residential,Seattle,WA,98115,910000,5.0,1.75,2511.0,8209.0,1940.0,3,362.0,241.0,N,Y,47.695149,-122.3248277
Single Family Residential,Bellevue,WA,98007,775000,4.0,2.0,1470.0,8712.0,1956.0,3,527.0,241.0,N,Y,47.5866816,-122.1339229
Single Family Residential,Kirkland,WA,98033,1350000,5.0,2.75,3219.0,7206.0,2015.0,3,419.0,241.0,N,Y,47.681429200000004,-122.1757457
Vacant Land,Seattle,WA,98107,2900000,0.0,2.0,1712.0,10000.0,1980.0,3,270.0,241.0,N,Y,47.668873600000005,-122.3728187
Single Family Residential,Brier,WA,98036,450000,4.0,2.0,2160.0,10890.0,1961.0,3,208.0,241.0,N,Y,47.784572999999995,-122.26629199999999
Single Family Residential,Seattle,WA,98107,1085000,3.0,1.75,2924.0,5000.0,1900.0,3,371.0,241.0,N,Y,47.674350200000006,-122.3711905
Condo/Co-op,Kirkland,WA,98033,479000,1.0,1.0,725.0,7576.5,2010.0,3,661.0,265.0,N,Y,47.7025426,-122.1776024
Single Family Residential,Bellevue,WA,98008,850000,2.0,1.75,1447.0,6930.0,1955.0,3,587.0,42.0,N,Y,47.5715598,-122.104677
Condo/Co-op,Seattle,WA,98101,899000,2.0,1.75,1248.0,7576.5,2007.0,3,720.0,792.0,N,Y,47.6160381,-122.3356933
Single Family Residential,Seattle,WA,98116,749900,3.0,1.75,1520.0,5750.0,1958.0,3,493.0,241.0,N,Y,47.561733200000006,-122.39594040000001
Condo/Co-op,Seattle,WA,98106,335000,2.0,1.75,1022.0,15338.0,1981.0,3,328.0,210.0,N,Y,47.525839700000006,-122.3648338
Single Family Residential,Seattle,WA,98117,699950,4.0,1.75,1610.0,3210.0,1913.0,3,435.0,241.0,N,Y,47.6831501,-122.3663912
Single Family Residential,Shoreline,WA,98155,548000,3.0,2.0,1500.0,9525.0,1950.0,3,365.0,241.0,N,Y,47.7443466,-122.3259576
Condo/Co-op,Seattle,WA,98116,450000,2.0,1.75,1123.0,18060.0,1975.0,3,401.0,508.0,N,Y,47.5634012,-122.38775449999999
Single Family Residential,Kenmore,WA,98028,866000,4.0,2.5,2840.0,4519.0,2013.0,3,305.0,50.0,N,Y,47.768066299999994,-122.23639509999998
Townhouse,Seattle,WA,98102,895950,3.0,1.75,1381.0,1732.0,2019.0,3,649.0,241.0,N,Y,47.639382,-122.31993200000001
Single Family Residential,Seattle,WA,98107,950000,4.0,2.25,2000.0,6596.0,2005.0,3,475.0,241.0,N,Y,47.671474700000005,-122.39798619999999
Single Family Residential,Bothell,WA,98011,1198500,4.0,3.0,3465.0,9602.0,2018.0,3,346.0,50.0,N,Y,47.74378529999999,-122.2100253
Single Family Residential,Renton,WA,98055,749000,4.0,2.5,3400.0,4705.0,2006.0,3,220.0,50.0,N,Y,47.4470533,-122.2078068
Condo/Co-op,Seattle,WA,98146,149900,1.0,1.0,492.0,7576.5,1983.0,3,305.0,247.0,N,Y,47.4910852,-122.34922549999999
Condo/Co-op,Seattle,WA,98121,1150000,2.0,2.0,1197.0,19432.0,2008.0,3,961.0,759.0,N,Y,47.6176634,-122.3491947
Townhouse,Seattle,WA,98136,799000,3.0,2.25,1451.0,1393.0,2019.0,3,551.0,241.0,N,Y,47.5537051,-122.38759009999998
Condo/Co-op,Bellevue,WA,98004,825000,1.0,1.5,1042.0,105864.0,2008.0,3,792.0,639.0,N,Y,47.6147175,-122.1987009
Single Family Residential,Seattle,WA,98119,2395000,7.0,6.75,5350.0,6000.0,2015.0,3,448.0,241.0,N,Y,47.6515899,-122.3717615
Townhouse,Seattle,WA,98103,850000,2.0,2.0,1560.0,990.0,2014.0,3,545.0,241.0,N,Y,47.6530616,-122.34964879999998
Condo/Co-op,Shoreline,WA,98155,475000,3.0,2.0,1835.0,46045.0,1991.0,3,259.0,425.0,N,Y,47.7711716,-122.3137072
Single Family Residential,Seattle,WA,98118,1588888,5.0,4.0,3980.0,10200.0,1952.0,3,399.0,241.0,N,Y,47.546757299999996,-122.26222040000002
Single Family Residential,Seattle,WA,98136,1020000,4.0,2.25,2410.0,4080.0,2011.0,3,423.0,241.0,N,Y,47.5564991,-122.39141000000001
Townhouse,Seattle,WA,98126,724878,3.0,1.75,1594.0,1075.0,2016.0,3,455.0,241.0,N,Y,47.5652581,-122.3683808
Single Family Residential,Seattle,WA,98105,1825000,4.0,2.5,2800.0,4958.0,2006.0,3,652.0,241.0,N,Y,47.6647126,-122.27652420000001
Single Family Residential,Kirkland,WA,98033,1165000,3.0,1.75,1340.0,13967.0,1946.0,3,869.0,241.0,N,Y,47.66151729999999,-122.1932478
Condo/Co-op,Renton,WA,98059,274900,3.0,1.0,982.0,7576.5,1976.0,3,280.0,485.0,N,Y,47.503882399999995,-122.16273829999999
Single Family Residential,Bainbridge Island,WA,98110,595000,2.0,1.0,1061.0,5227.0,1963.0,3,561.0,60.0,N,Y,47.6298972,-122.52142350000001
Single Family Residential,Port Orchard,WA,98366,206900,3.0,1.5,1310.0,6534.0,1940.0,3,158.0,241.0,N,Y,47.5323972,-122.64071650000001
Vacant Land,Seattle,WA,97178,695000,0.0,2.0,1712.0,7350.0,1980.0,3,270.0,241.0,N,Y,47.4862815,-122.24144380000001
Single Family Residential,Kirkland,WA,98034,1250000,4.0,2.5,2950.0,15120.0,1989.0,3,424.0,241.0,N,Y,47.7099256,-122.2273854
Single Family Residential,Kirkland,WA,98034,825000,3.0,3.25,2190.0,332778.0,1999.0,3,377.0,125.0,N,Y,47.7050315,-122.1899243
Townhouse,Seattle,WA,98117,599950,2.0,1.75,1300.0,2468.0,1956.0,3,462.0,241.0,N,Y,47.694424,-122.37800490000001
Condo/Co-op,Renton,WA,98058,309950,2.0,2.0,1139.0,7576.5,1998.0,3,272.0,375.0,N,Y,47.444798999999996,-122.16043799999998
Single Family Residential,Seattle,WA,98103,800000,3.0,2.25,1540.0,1005.0,2008.0,3,519.0,241.0,N,Y,47.6828195,-122.3461654
Single Family Residential,Seattle,WA,98116,725000,3.0,1.75,1459.0,6710.0,1950.0,3,497.0,241.0,N,Y,47.5740586,-122.3917639
Single Family Residential,Kirkland,WA,98034,739950,4.0,1.75,1345.0,9750.0,1962.0,3,550.0,241.0,N,Y,47.7169196,-122.19455829999998
Single Family Residential,Renton,WA,98056,570000,3.0,2.5,2550.0,7200.0,2003.0,3,224.0,241.0,N,Y,47.479360299999996,-122.1802606
Single Family Residential,Seattle,WA,97178,695000,3.0,1.5,1998.0,7350.0,2019.0,3,348.0,241.0,N,Y,47.4860506,-122.2414395
Condo/Co-op,Kirkland,WA,98033,515000,1.0,1.0,825.0,38500.0,2000.0,3,624.0,356.0,N,Y,47.6802902,-122.198495
Condo/Co-op,Seattle,WA,98121,359000,0.0,1.0,387.0,387.0,2000.0,3,928.0,314.0,N,Y,47.617218,-122.3536221
Single Family Residential,Kenmore,WA,98028,1450000,4.0,2.5,3880.0,13181.0,1956.0,3,374.0,241.0,N,Y,47.7419829,-122.2559843
Single Family Residential,Bothell,WA,98011,1100000,5.0,3.5,5700.0,8588.0,1989.0,3,193.0,33.0,N,Y,47.771136299999995,-122.1953289
Condo/Co-op,Bainbridge Island,WA,98110,349900,1.0,1.0,564.0,7576.5,2003.0,3,620.0,381.0,N,Y,47.5753935,-122.52265
Townhouse,Kirkland,WA,98033,979900,3.0,2.25,1300.0,7576.5,1997.0,3,754.0,445.0,N,Y,47.6737027,-122.19792360000001
Single Family Residential,Edmonds,WA,98026,549950,4.0,1.75,1616.0,16553.0,1965.0,3,340.0,241.0,N,Y,47.8144244,-122.34920759999999
Townhouse,Seattle,WA,98144,659000,3.0,1.75,1737.0,1570.0,2018.0,3,379.0,241.0,N,Y,47.57507879999999,-122.29365390000001
Vacant Land,Indianola,WA,98342,99900,0.0,2.0,1712.0,108900.0,1980.0,3,270.0,241.0,N,Y,47.757812,-122.524274
Condo/Co-op,Seattle,WA,98119,274950,0.0,1.0,475.0,14296.0,1930.0,3,579.0,335.0,N,Y,47.625598100000005,-122.36417560000001
Single Family Residential,Seattle,WA,98168,369950,3.0,1.0,1160.0,6535.0,1948.0,3,319.0,241.0,N,Y,47.4906485,-122.30501979999998
Vacant Land,Bremerton,WA,98311,79000,0.0,2.0,1712.0,23958.0,1980.0,3,270.0,241.0,N,Y,47.641096999999995,-122.623167
Single Family Residential,Kenmore,WA,98028,769000,4.0,2.5,2420.0,4555.0,2005.0,3,318.0,58.0,N,Y,47.772441,-122.22876000000001
Single Family Residential,Bellevue,WA,98005,1925000,4.0,3.5,4140.0,12408.0,2003.0,3,465.0,241.0,N,Y,47.6199554,-122.16269640000002
Single Family Residential,Sammamish,WA,98074,1472500,6.0,2.5,4140.0,7987.0,1980.0,3,356.0,241.0,N,Y,47.6247247,-122.0601416
Single Family Residential,Seattle,WA,98118,500000,3.0,1.75,1200.0,5000.0,1938.0,3,417.0,241.0,N,Y,47.5157136,-122.25576070000001
Single Family Residential,Seattle,WA,98199,705000,3.0,2.5,1520.0,1991.0,1999.0,3,464.0,241.0,N,Y,47.6535359,-122.3851866
Townhouse,Seattle,WA,98177,929900,3.0,2.25,1861.0,1600.0,2019.0,3,500.0,241.0,N,Y,47.6743649,-122.38566110000001
Single Family Residential,Shoreline,WA,98155,525000,3.0,2.25,1450.0,6853.0,1992.0,3,362.0,241.0,N,Y,47.7754963,-122.3142922
Townhouse,Seattle,WA,98119,915000,3.0,2.25,1560.0,1228.0,2013.0,3,587.0,241.0,N,Y,47.6386044,-122.37131570000001
Single Family Residential,Seattle,WA,98109,1175000,4.0,2.75,2530.0,3158.0,1927.0,3,464.0,241.0,N,Y,47.6438,-122.35405870000001
Single Family Residential,Renton,WA,98059,740000,4.0,2.75,2761.0,9601.0,2011.0,3,268.0,68.0,N,Y,47.4816705,-122.1497027
Condo/Co-op,Seattle,WA,98121,495000,1.0,1.0,645.0,27840.0,2007.0,3,767.0,413.0,N,Y,47.615605200000005,-122.35169440000001
Single Family Residential,Seattle,WA,98108,825000,4.0,3.5,4030.0,5000.0,1968.0,3,205.0,241.0,N,Y,47.5396598,-122.29928999999998
Single Family Residential,Issaquah,WA,98027,1049900,4.0,4.25,4478.0,5750.0,2006.0,4,234.0,86.0,N,Y,47.5407499,-122.073329
Single Family Residential,Bellevue,WA,98005,1200000,4.0,2.75,3170.0,37473.0,1970.0,4,379.0,12.0,N,Y,47.644878399999996,-122.17081
Condo/Co-op,Seattle,WA,98101,525000,1.0,1.0,815.0,1022.0,1910.0,4,644.0,424.0,N,Y,47.6085299,-122.3417011
Single Family Residential,Redmond,WA,98052,1498000,4.0,3.5,3180.0,5110.0,2008.0,4,471.0,180.0,N,Y,47.6507879,-122.11157079999998
Single Family Residential,Seattle,WA,98126,1999950,4.0,3.5,3643.0,3487.0,2018.0,4,549.0,241.0,N,Y,47.558603999999995,-122.380504
Condo/Co-op,Bellevue,WA,98004,525000,2.0,1.5,1028.0,7576.5,1980.0,4,511.0,378.0,N,Y,47.63978,-122.20046799999999
Single Family Residential,Seattle,WA,98126,2200000,4.0,3.5,4255.0,5010.0,2018.0,4,517.0,241.0,N,Y,47.55870170000001,-122.38038359999999
Single Family Residential,Seattle,WA,98112,840000,2.0,1.0,1610.0,6000.0,1925.0,4,522.0,241.0,N,Y,47.631930600000004,-122.30067199999999
Single Family Residential,Bremerton,WA,98310,600000,3.0,2.5,2030.0,6970.0,2019.0,4,296.0,241.0,N,Y,47.57182279999999,-122.6152787
Single Family Residential,Bellevue,WA,98008,599000,4.0,1.0,1940.0,7140.0,1960.0,4,309.0,241.0,N,Y,47.6253546,-122.11371940000001
Single Family Residential,Bremerton,WA,98311,529000,3.0,2.5,2736.0,23522.0,2001.0,4,193.0,241.0,N,Y,47.6300534,-122.5985166
Condo/Co-op,Seattle,WA,98121,1350000,3.0,2.25,2100.0,7576.5,1973.0,4,643.0,1475.0,N,Y,47.613557899999996,-122.3422119
Condo/Co-op,Seattle,WA,98122,439800,1.0,1.0,612.0,7576.5,2009.0,4,719.0,461.0,N,Y,47.613878799999995,-122.3176145
Single Family Residential,Issaquah,WA,98027,825000,3.0,2.75,1850.0,1850.0,2011.0,4,446.0,117.0,N,Y,47.5307398,-122.073548
Single Family Residential,Seattle,WA,98118,479950,2.0,1.0,920.0,5750.0,1913.0,4,522.0,241.0,N,Y,47.5330527,-122.27234779999999
Condo/Co-op,Seattle,WA,98115,299950,2.0,1.0,941.0,7576.5,1979.0,4,319.0,419.0,N,Y,47.697845,-122.30423540000001
Single Family Residential,Seattle,WA,98178,415000,3.0,1.5,1240.0,8000.0,1963.0,4,335.0,241.0,N,Y,47.5044535,-122.26712490000001
Single Family Residential,Kirkland,WA,98034,625000,3.0,3.25,1804.0,3638.0,1983.0,4,346.0,120.0,N,Y,47.7096136,-122.21171170000001
Condo/Co-op,Seattle,WA,98109,639950,2.0,2.0,883.0,4500.0,1989.0,4,725.0,400.0,N,Y,47.6320041,-122.3554128
Condo/Co-op,Seattle,WA,98121,495000,1.0,1.0,627.0,52559.0,1994.0,4,789.0,498.0,N,Y,47.6148461,-122.34753390000002
Single Family Residential,Shoreline,WA,98133,625000,5.0,2.0,1962.0,7112.0,1962.0,4,319.0,241.0,N,Y,47.749192,-122.3416433
Condo/Co-op,Seattle,WA,98109,550000,2.0,1.75,1096.0,54930.0,1981.0,4,502.0,584.0,N,Y,47.6439081,-122.34898270000001
Townhouse,Seattle,WA,98117,700000,3.0,2.25,1281.0,1333.0,2006.0,4,546.0,241.0,N,Y,47.692578000000005,-122.375004
Single Family Residential,Shoreline,WA,98133,574950,3.0,2.0,1570.0,7882.0,1952.0,4,366.0,241.0,N,Y,47.751068,-122.3404581
Townhouse,Portland,OR,97239,440000,2.0,2.5,1502.0,4791.0,1988.0,3,293.0,60.0,N,Y,45.4873841,-122.6776588
Condo/Co-op,Portland,OR,97201,269900,1.0,1.0,581.0,7576.5,1965.0,3,465.0,241.0,N,Y,45.5103895,-122.6782231
Condo/Co-op,Portland,OR,97217,499900,2.0,2.0,2032.0,7576.5,2006.0,3,246.0,433.0,N,Y,45.611900899999995,-122.67310259999998
Single Family Residential,Portland,OR,97206,415000,4.0,2.5,1556.0,5227.0,2006.0,3,267.0,241.0,N,Y,45.46598579999999,-122.5971165
Townhouse,Portland,OR,97229,449900,4.0,2.5,1922.0,2613.0,2014.0,4,234.0,190.0,N,Y,45.568960600000004,-122.8468124
Condo/Co-op,Portland,OR,97214,464900,2.0,2.0,1167.0,7576.5,2004.0,4,398.0,308.0,N,Y,45.5117848,-122.62912549999999
Condo/Co-op,Portland,OR,97201,750000,2.0,2.0,1319.0,7576.5,1973.0,4,569.0,934.0,N,Y,45.51310170000001,-122.6802771
Condo/Co-op,Portland,OR,97239,519900,2.0,2.5,1710.0,7576.5,1981.0,4,304.0,450.0,N,Y,45.484508500000004,-122.67819329999999
Single Family Residential,Portland,OR,97225,639950,3.0,2.5,2567.0,3484.0,2016.0,5,249.0,77.0,N,Y,45.5126615,-122.77304540000002
Single Family Residential,Portland,OR,97229,625500,5.0,3.5,3567.0,3049.0,2006.0,5,175.0,64.0,N,Y,45.5377601,-122.7930338
Single Family Residential,Portland,OR,97239,837000,5.0,3.5,3627.0,12632.0,1958.0,10,231.0,241.0,N,Y,45.493468799999995,-122.6821781
Condo/Co-op,Portland,OR,97229,325000,2.0,2.0,1402.0,7576.5,2002.0,10,232.0,326.0,N,Y,45.544776299999995,-122.77677779999999
Townhouse,Portland,OR,97206,275000,3.0,2.0,1131.0,3484.0,2000.0,11,243.0,241.0,N,Y,45.462119,-122.588401
Single Family Residential,Tigard,OR,97224,624900,4.0,2.5,3358.0,9147.0,1988.0,11,186.0,7.0,N,Y,45.412023299999994,-122.817411
Single Family Residential,Portland,OR,97221,645000,4.0,2.5,2616.0,11761.0,1979.0,11,247.0,241.0,N,Y,45.517264700000005,-122.7273567
Single Family Residential,Portland,OR,97218,595000,5.0,4.0,3788.0,11325.0,1925.0,11,157.0,241.0,N,Y,45.552851000000004,-122.604767
Single Family Residential,Portland,OR,97220,375000,2.0,2.0,1288.0,10454.0,1925.0,11,291.0,241.0,N,Y,45.530246399999996,-122.54112990000002
Single Family Residential,Portland,OR,97206,525000,3.0,2.5,2432.0,6969.0,1959.0,12,216.0,241.0,N,Y,45.482879600000004,-122.59651159999999
